,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
1393,CBH,Travel Agency,Offline,Comprehensive Plan,No,122,THAILAND,29.0,9.57,F,60
1394,CCR,Travel Agency,Offline,Comprehensive Plan,No,143,THAILAND,29.0,9.57,F,26
1395,C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,20.25,5.06,F,38
1396,C2B,Airlines,Online,Bronze Plan,No,31,SINGAPORE,27.0,6.75,M,14
1397,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,27.75,6.94,M,46
1398,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,37.0,9.25,F,50
1399,C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,291.75,72.94,M,29
1548,JWT,Airlines,Online,Value Plan,No,9,INDIA,39.0,15.6,M,118
1549,JWT,Airlines,Online,Value Plan,No,14,INDIA,39.0,15.6,M,118
1550,JWT,Airlines,Online,Value Plan,No,70,INDIA,31.0,12.4,M,118
1551,JWT,Airlines,Online,Value Plan,No,9,INDIA,31.0,12.4,M,118
1552,KML,Travel Agency,Online,Value Plan,No,99,INDONESIA,33.0,12.54,F,48
1553,KML,Travel Agency,Online,Premier Plan,No,26,INDONESIA,38.0,14.44,M,48
1556,JZI,Airlines,Online,Basic Plan,No,48,CHINA,40.0,14.0,F,50
1557,JZI,Airlines,Online,Basic Plan,No,22,HONG KONG,35.0,12.25,F,49
1558,JZI,Airlines,Online,Basic Plan,No,44,JAPAN,35.0,12.25,M,42
1559,JZI,Airlines,Online,Basic Plan,No,24,THAILAND,37.0,12.95,M,36
1560,JZI,Airlines,Online,Basic Plan,No,11,THAILAND,22.0,7.7,M,63
1561,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18.0,6.3,M,31
1562,JZI,Airlines,Online,Basic Plan,No,13,THAILAND,0.0,7.7,M,47
1563,JZI,Airlines,Online,Basic Plan,No,59,MALAYSIA,30.0,10.5,M,51
1564,JZI,Airlines,Online,Basic Plan,No,132,AUSTRALIA,40.0,14.0,M,39
1565,JZI,Airlines,Online,Basic Plan,No,8,VIET NAM,22.0,7.7,M,55
1566,JZI,Airlines,Online,Basic Plan,No,44,LAO PEOPLE'S DEMOCRATIC REPUBLIC,30.0,10.5,F,28
1567,JZI,Airlines,Online,Basic Plan,No,70,PHILIPPINES,42.0,14.7,F,40
1568,JZI,Airlines,Online,Basic Plan,No,15,MALAYSIA,18.0,6.3,F,27
1569,JZI,Airlines,Online,Basic Plan,No,12,VIET NAM,22.0,7.7,F,31
1570,JZI,Airlines,Online,Basic Plan,No,75,INDONESIA,18.0,6.3,M,47
1571,JZI,Airlines,Online,Basic Plan,No,22,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,M,55
1572,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18.0,6.3,F,49
1573,JZI,Airlines,Online,Basic Plan,No,26,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,M,43
1574,JZI,Airlines,Online,Basic Plan,No,33,"TAIWAN, PROVINCE OF CHINA",40.0,14.0,F,30
1575,JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18.0,6.3,M,57
1576,JZI,Airlines,Online,Value Plan,No,21,"KOREA, REPUBLIC OF",45.0,15.75,M,38
1577,JZI,Airlines,Online,Value Plan,No,55,JAPAN,147.0,51.45,F,67
1578,CCR,Travel Agency,Offline,Comprehensive Plan,No,20,THAILAND,29.0,9.57,F,118
1579,CBH,Travel Agency,Offline,Comprehensive Plan,No,142,THAILAND,29.0,9.57,M,69
1580,ART,Airlines,Online,24 Protect,No,3,PHILIPPINES,5.23,1.83,M,48
1581,ART,Airlines,Online,24 Protect,No,31,SINGAPORE,73.2,25.62,M,48
1582,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,27.75,6.94,F,39
1583,C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,272.3,68.08,F,25
1725,JWT,Airlines,Online,Value Plan,No,59,INDIA,93.0,37.2,M,118
1726,JWT,Airlines,Online,Value Plan,No,9,INDIA,39.0,15.6,M,118
1727,JWT,Airlines,Online,Value Plan,No,37,INDIA,39.0,15.6,M,118
1728,JWT,Airlines,Online,Value Plan,No,11,INDIA,50.0,20.0,M,118
1729,JWT,Airlines,Online,Value Plan,No,31,INDIA,31.0,12.4,F,118
1730,JWT,Airlines,Online,Value Plan,No,20,INDIA,31.0,12.4,F,118
1731,JWT,Airlines,Online,Value Plan,No,15,INDIA,78.0,31.2,M,118
1732,JWT,Airlines,Online,Value Plan,No,10,INDIA,39.0,15.6,F,118
1733,KML,Travel Agency,Online,Value Plan,No,28,INDONESIA,22.0,8.36,F,48
1738,JZI,Airlines,Online,Basic Plan,No,166,PHILIPPINES,18.0,6.3,M,50
1739,JZI,Airlines,Online,Basic Plan,No,2,"KOREA, REPUBLIC OF",22.0,7.7,F,22
1740,JZI,Airlines,Online,Basic Plan,No,171,PHILIPPINES,30.0,10.5,M,48
1741,JZI,Airlines,Online,Basic Plan,No,10,VIET NAM,22.0,7.7,M,55
1742,JZI,Airlines,Online,Basic Plan,No,11,VIET NAM,18.0,6.3,M,46
1743,JZI,Airlines,Online,Basic Plan,No,40,THAILAND,22.0,7.7,F,65
1744,JZI,Airlines,Online,Basic Plan,No,19,CAMBODIA,22.0,7.7,M,47
1745,JZI,Airlines,Online,Basic Plan,No,16,MALAYSIA,18.0,6.3,F,35
1746,JZI,Airlines,Online,Basic Plan,No,6,PHILIPPINES,22.0,7.7,F,33
1747,JZI,Airlines,Online,Basic Plan,No,126,CHINA,26.0,9.1,M,37
1748,JZI,Airlines,Online,Basic Plan,No,90,PHILIPPINES,33.0,11.55,F,52
1749,JZI,Airlines,Online,Basic Plan,No,97,PHILIPPINES,42.0,14.7,F,52
1750,JZI,Airlines,Online,Basic Plan,No,38,THAILAND,18.0,6.3,M,58
1751,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18.0,6.3,M,62
1752,JZI,Airlines,Online,Basic Plan,No,10,CHINA,26.0,9.1,M,32
1753,JZI,Airlines,Online,Basic Plan,No,15,THAILAND,30.0,10.5,M,33
1754,JZI,Airlines,Online,Basic Plan,No,13,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,7.7,F,35
1755,JZI,Airlines,Online,Basic Plan,No,40,MYANMAR,69.0,24.15,M,35
1756,JZI,Airlines,Online,Basic Plan,No,1,THAILAND,18.0,6.3,M,31
1757,JZI,Airlines,Online,Basic Plan,No,5,JAPAN,26.0,9.1,F,35
1758,JZI,Airlines,Online,Basic Plan,No,6,INDONESIA,18.0,6.3,M,38
1759,JZI,Airlines,Online,Basic Plan,No,65,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,M,55
1760,JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18.0,6.3,M,45
1761,JZI,Airlines,Online,Basic Plan,No,47,CHINA,26.0,9.1,F,38
1762,JZI,Airlines,Online,Basic Plan,No,77,THAILAND,52.0,18.2,F,47
1763,JZI,Airlines,Online,Basic Plan,No,37,AUSTRALIA,22.0,7.7,M,22
1764,JZI,Airlines,Online,Value Plan,No,28,CHINA,58.0,20.3,F,43
1765,JZI,Airlines,Online,Value Plan,No,23,INDIA,58.0,20.3,M,69
1766,JZI,Airlines,Online,Value Plan,No,9,VIET NAM,33.0,11.55,M,38
1767,JZI,Airlines,Online,Value Plan,No,19,CHINA,45.0,15.75,M,39
1768,JZI,Airlines,Online,Value Plan,No,12,CHINA,0.0,15.75,M,39
1769,CCR,Travel Agency,Offline,Comprehensive Plan,No,76,THAILAND,29.0,9.57,F,59
1770,ART,Airlines,Online,Value Plan,No,49,CHINA,40.0,14.0,M,62
1771,ART,Airlines,Online,24 Protect,No,4,MALAYSIA,0.0,2.73,F,48
1772,C2B,Airlines,Online,Bronze Plan,No,75,SINGAPORE,36.0,9.0,M,30
1773,C2B,Airlines,Online,Bronze Plan,No,140,SINGAPORE,538.0,134.5,F,23
1774,C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,20.25,5.06,M,41
1775,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,80.25,20.06,M,30
1776,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,51.75,12.94,F,47
1777,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,27.75,6.94,F,30
1778,C2B,Airlines,Online,Gold Plan,No,2,SINGAPORE,32.25,8.06,F,30
1779,C2B,Airlines,Online,Gold Plan,No,2,SINGAPORE,32.25,8.06,M,27
1780,C2B,Airlines,Online,Annual Silver Plan,Yes,431,SINGAPORE,272.3,68.08,F,34
1918,JWT,Airlines,Online,Value Plan,No,24,INDIA,31.0,12.4,M,118
1919,JWT,Airlines,Online,Value Plan,No,7,INDIA,31.0,12.4,M,118
1920,JWT,Airlines,Online,Value Plan,No,9,INDIA,31.0,12.4,F,118
1921,JWT,Airlines,Online,Value Plan,No,21,INDIA,120.0,48.0,M,118
1922,KML,Travel Agency,Online,Value Plan,No,114,INDONESIA,33.0,12.54,F,48
1923,KML,Travel Agency,Online,Value Plan,No,10,INDONESIA,28.0,10.64,F,48
1924,KML,Travel Agency,Online,Premier Plan,No,38,INDONESIA,38.0,14.44,F,48
1925,KML,Travel Agency,Online,Premier Plan,No,38,INDONESIA,38.0,14.44,F,48
1926,RAB,Airlines,Online,Value Plan,No,14,BRUNEI DARUSSALAM,15.0,6.0,M,47
1927,RAB,Airlines,Online,Value Plan,No,20,BRUNEI DARUSSALAM,23.0,9.2,F,39
1929,JZI,Airlines,Online,Basic Plan,No,10,CHINA,0.0,12.25,M,27
1930,JZI,Airlines,Online,Basic Plan,No,127,JAPAN,35.0,12.25,M,27
1931,JZI,Airlines,Online,Basic Plan,No,22,INDONESIA,30.0,10.5,F,32
1932,JZI,Airlines,Online,Basic Plan,No,25,MALAYSIA,22.0,7.7,F,34
1933,JZI,Airlines,Online,Basic Plan,No,20,VIET NAM,30.0,10.5,M,59
1934,JZI,Airlines,Online,Basic Plan,No,27,HONG KONG,26.0,9.1,F,50
1935,JZI,Airlines,Online,Basic Plan,No,93,UNITED ARAB EMIRATES,49.0,17.15,M,16
1936,JZI,Airlines,Online,Basic Plan,No,4,HONG KONG,22.0,7.7,M,53
1937,JZI,Airlines,Online,Basic Plan,No,25,CHINA,22.0,7.7,M,63
1938,JZI,Airlines,Online,Basic Plan,No,8,MYANMAR,22.0,7.7,M,57
1939,JZI,Airlines,Online,Basic Plan,No,83,HONG KONG,35.0,12.25,M,49
1940,JZI,Airlines,Online,Basic Plan,No,15,MALAYSIA,33.0,11.55,M,45
1941,JZI,Airlines,Online,Basic Plan,No,14,CHINA,40.0,14.0,M,47
1942,JZI,Airlines,Online,Basic Plan,No,52,PHILIPPINES,33.0,11.55,F,35
1943,JZI,Airlines,Online,Basic Plan,No,128,HONG KONG,40.0,14.0,F,52
1944,JZI,Airlines,Online,Value Plan,No,18,UNITED KINGDOM,87.0,30.45,F,41
1945,JZI,Airlines,Online,Value Plan,No,55,ITALY,87.0,30.45,F,43
1946,JZI,Airlines,Online,Value Plan,No,27,UNITED KINGDOM,87.0,30.45,F,51
1947,JZI,Airlines,Online,Value Plan,No,32,AUSTRALIA,69.0,24.15,F,35
1948,CSR,Travel Agency,Offline,Comprehensive Plan,No,129,MALAYSIA,29.0,9.57,F,59
1949,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,18.9,4.72,M,31
1950,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,27.0,6.75,F,30
1951,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,30.0,7.5,M,36
1952,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,36.75,9.19,M,43
2061,KML,Travel Agency,Online,Value Plan,No,18,FRANCE,75.0,28.5,M,48
2062,KML,Travel Agency,Online,Premier Plan,No,108,INDONESIA,38.0,14.44,F,48
2064,JZI,Airlines,Online,Basic Plan,No,68,CHINA,40.0,14.0,F,21
2065,JZI,Airlines,Online,Basic Plan,No,10,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,M,44
2066,JZI,Airlines,Online,Basic Plan,No,36,PHILIPPINES,18.0,6.3,M,37
2067,JZI,Airlines,Online,Basic Plan,No,45,PHILIPPINES,22.0,7.7,F,28
2068,JZI,Airlines,Online,Basic Plan,No,31,MALAYSIA,18.0,6.3,F,38
2069,JZI,Airlines,Online,Basic Plan,No,5,THAILAND,18.0,6.3,M,31
2070,JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18.0,6.3,M,42
2071,JZI,Airlines,Online,Basic Plan,No,39,CHINA,26.0,9.1,F,27
2072,JZI,Airlines,Online,Basic Plan,No,79,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,65
2073,JZI,Airlines,Online,Basic Plan,No,52,INDONESIA,22.0,7.7,M,54
2074,JZI,Airlines,Online,Basic Plan,No,2,CHINA,22.0,7.7,M,41
2075,JZI,Airlines,Online,Basic Plan,No,2,CHINA,22.0,7.7,F,32
2076,JZI,Airlines,Online,Basic Plan,No,45,MYANMAR,22.0,7.7,M,46
2077,JZI,Airlines,Online,Basic Plan,No,3,VIET NAM,18.0,6.3,M,38
2078,JZI,Airlines,Online,Basic Plan,No,12,CHINA,22.0,7.7,M,26
2079,JZI,Airlines,Online,Basic Plan,No,9,HONG KONG,26.0,9.1,F,32
2080,JZI,Airlines,Online,Basic Plan,No,7,PHILIPPINES,18.0,6.3,M,49
2081,JZI,Airlines,Online,Basic Plan,No,4,MYANMAR,22.0,7.7,M,44
2082,JZI,Airlines,Online,Basic Plan,No,10,CHINA,35.0,12.25,M,53
2083,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18.0,6.3,F,51
2084,JZI,Airlines,Online,Value Plan,No,150,UNITED KINGDOM,87.0,30.45,F,33
2085,JZI,Airlines,Online,Value Plan,No,7,MALAYSIA,26.0,9.1,F,59
2086,JZI,Airlines,Online,Value Plan,No,10,CHINA,58.0,20.3,M,46
2087,JZI,Airlines,Online,Value Plan,No,9,CHINA,36.0,12.6,M,58
2088,ART,Airlines,Online,24 Protect,No,2,THAILAND,7.34,2.57,M,48
2089,C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,95.25,23.81,F,33
2184,JWT,Airlines,Online,Value Plan,No,21,INDIA,31.0,12.4,M,118
2185,JWT,Airlines,Online,Value Plan,No,16,INDIA,31.0,12.4,M,118
2186,KML,Travel Agency,Online,Value Plan,No,107,INDONESIA,28.0,10.64,F,48
2194,JZI,Airlines,Online,Basic Plan,No,121,JAPAN,40.0,14.0,F,49
2195,JZI,Airlines,Online,Basic Plan,No,25,CHINA,40.0,14.0,F,27
2196,JZI,Airlines,Online,Basic Plan,No,164,JAPAN,35.0,12.25,F,31
2197,JZI,Airlines,Online,Basic Plan,No,63,CHINA,35.0,12.25,F,48
2198,JZI,Airlines,Online,Basic Plan,No,326,"KOREA, REPUBLIC OF",35.0,12.25,F,18
2199,JZI,Airlines,Online,Basic Plan,No,7,INDONESIA,30.0,10.5,M,21
2200,JZI,Airlines,Online,Basic Plan,No,80,PHILIPPINES,30.0,10.5,F,41
2201,JZI,Airlines,Online,Basic Plan,No,23,PHILIPPINES,30.0,10.5,M,54
2202,JZI,Airlines,Online,Basic Plan,No,8,THAILAND,22.0,7.7,M,59
2203,JZI,Airlines,Online,Basic Plan,No,159,"KOREA, REPUBLIC OF",40.0,14.0,F,25
2204,JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18.0,6.3,F,50
2205,JZI,Airlines,Online,Basic Plan,No,42,CHINA,35.0,12.25,M,31
2206,JZI,Airlines,Online,Basic Plan,No,42,CHINA,35.0,12.25,F,34
2207,JZI,Airlines,Online,Value Plan,No,10,INDIA,58.0,20.3,M,48
2208,JZI,Airlines,Online,Value Plan,No,18,AUSTRALIA,45.0,15.75,M,36
2209,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,35.25,8.81,F,71
2210,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,20.25,5.06,F,21
2211,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,35.25,8.81,M,30
2212,C2B,Airlines,Online,Silver Plan,Yes,10,SINGAPORE,50.0,12.5,F,50
2213,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,27.75,6.94,F,34
2214,C2B,Airlines,Online,Gold Plan,No,16,SINGAPORE,114.75,28.69,F,33
2215,C2B,Airlines,Online,Gold Plan,No,15,SINGAPORE,54.0,13.5,M,28
2216,C2B,Airlines,Online,Annual Silver Plan,No,386,SINGAPORE,291.75,72.94,F,47
2217,C2B,Airlines,Online,Annual Silver Plan,No,370,SINGAPORE,291.75,72.94,M,54
2337,JWT,Airlines,Online,Value Plan,No,22,INDIA,50.0,20.0,M,118
2338,KML,Travel Agency,Online,Premier Plan,No,136,NETHERLANDS,158.0,60.04,M,48
2339,RAB,Airlines,Online,Value Plan,No,5,BRUNEI DARUSSALAM,15.0,6.0,M,68
2344,JZI,Airlines,Online,Basic Plan,No,15,INDONESIA,22.0,7.7,M,36
2345,JZI,Airlines,Online,Basic Plan,No,3,VIET NAM,18.0,6.3,M,49
2346,JZI,Airlines,Online,Basic Plan,No,103,"TAIWAN, PROVINCE OF CHINA",40.0,14.0,F,25
2347,JZI,Airlines,Online,Basic Plan,No,4,HONG KONG,22.0,7.7,M,44
2348,JZI,Airlines,Online,Basic Plan,No,31,VIET NAM,22.0,7.7,M,43
2349,JZI,Airlines,Online,Basic Plan,No,8,PHILIPPINES,30.0,10.5,F,31
2350,JZI,Airlines,Online,Basic Plan,No,15,CHINA,22.0,7.7,M,36
2351,JZI,Airlines,Online,Basic Plan,No,58,HONG KONG,26.0,9.1,F,34
2352,JZI,Airlines,Online,Basic Plan,No,38,INDIA,35.0,12.25,F,24
2353,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18.0,6.3,M,68
2354,JZI,Airlines,Online,Value Plan,No,44,CHINA,125.0,43.75,F,56
2355,ART,Airlines,Online,24 Protect,No,13,SINGAPORE,34.7,12.14,F,48
2356,ART,Airlines,Online,24 Protect,No,2,CAMBODIA,3.47,1.21,F,48
2357,C2B,Airlines,Online,Bronze Plan,No,66,SINGAPORE,30.55,7.64,F,28
2358,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,22.1,5.53,F,46
2359,C2B,Airlines,Online,Silver Plan,No,35,SINGAPORE,76.3,19.07,M,48
2360,C2B,Airlines,Online,Silver Plan,No,63,SINGAPORE,70.85,17.71,F,25
2361,C2B,Airlines,Online,Annual Silver Plan,No,403,SINGAPORE,252.85,63.21,F,54
2362,C2B,Airlines,Online,Annual Silver Plan,No,392,SINGAPORE,389.0,97.25,F,37
2363,C2B,Airlines,Online,Annual Silver Plan,Yes,365,SINGAPORE,252.85,63.21,M,61
2502,JWT,Airlines,Online,Value Plan,No,5,INDIA,31.0,12.4,M,118
2503,JWT,Airlines,Online,Value Plan,No,24,INDIA,31.0,12.4,M,118
2504,RAB,Airlines,Online,Value Plan,No,29,BRUNEI DARUSSALAM,15.0,6.0,M,45
2505,RAB,Airlines,Online,Value Plan,No,3,BRUNEI DARUSSALAM,15.0,6.0,M,45
2511,JZI,Airlines,Online,Basic Plan,No,9,AUSTRALIA,26.0,9.1,F,56
2512,JZI,Airlines,Online,Basic Plan,No,20,THAILAND,22.0,7.7,M,34
2513,JZI,Airlines,Online,Basic Plan,No,74,MALAYSIA,18.0,6.3,F,42
2514,JZI,Airlines,Online,Basic Plan,No,31,"TAIWAN, PROVINCE OF CHINA",44.0,15.4,F,19
2515,JZI,Airlines,Online,Basic Plan,No,0,MYANMAR,18.0,6.3,F,26
2516,JZI,Airlines,Online,Basic Plan,No,62,JAPAN,35.0,12.25,F,26
2517,JZI,Airlines,Online,Basic Plan,No,58,"KOREA, REPUBLIC OF",40.0,14.0,F,21
2518,JZI,Airlines,Online,Basic Plan,No,87,HONG KONG,26.0,9.1,M,49
2519,JZI,Airlines,Online,Basic Plan,No,36,AUSTRALIA,22.0,7.7,F,23
2520,JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18.0,6.3,F,27
2521,JZI,Airlines,Online,Basic Plan,No,21,CHINA,44.0,15.4,M,28
2522,JZI,Airlines,Online,Basic Plan,No,20,VIET NAM,22.0,7.7,M,63
2523,JZI,Airlines,Online,Basic Plan,No,2,HONG KONG,22.0,7.7,M,34
2524,JZI,Airlines,Online,Basic Plan,No,15,INDIA,35.0,12.25,M,53
2525,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18.0,6.3,F,40
2526,JZI,Airlines,Online,Basic Plan,No,18,VIET NAM,30.0,10.5,M,55
2527,JZI,Airlines,Online,Basic Plan,No,70,UNITED KINGDOM,49.0,17.15,F,26
2528,JZI,Airlines,Online,Basic Plan,No,34,THAILAND,30.0,10.5,F,38
2529,JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18.0,6.3,M,45
2530,JZI,Airlines,Online,Basic Plan,No,34,INDONESIA,22.0,7.7,F,65
2531,JZI,Airlines,Online,Basic Plan,No,58,INDONESIA,22.0,7.7,F,38
2532,JZI,Airlines,Online,Basic Plan,No,16,INDONESIA,18.0,6.3,F,38
2533,JZI,Airlines,Online,Basic Plan,No,16,INDONESIA,18.0,6.3,F,38
2534,JZI,Airlines,Online,Basic Plan,No,4,HONG KONG,22.0,7.7,M,34
2535,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,17.55,4.39,M,66
2536,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,40.0,10.0,M,26
2537,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18.9,4.72,M,40
2538,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,22.1,5.53,M,47
2539,C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,30.55,7.64,F,49
2540,C2B,Airlines,Online,Bronze Plan,No,128,SINGAPORE,30.55,7.64,F,49
2541,C2B,Airlines,Online,Bronze Plan,No,174,SINGAPORE,17.55,4.39,F,49
2542,C2B,Airlines,Online,Gold Plan,No,3,SINGAPORE,41.3,10.32,M,36
2543,C2B,Airlines,Online,Annual Silver Plan,Yes,368,SINGAPORE,389.0,97.25,F,41
2686,JWT,Airlines,Online,Value Plan,No,13,INDIA,60.0,24.0,M,118
2687,JWT,Airlines,Online,Value Plan,No,44,INDIA,72.0,28.8,F,118
2688,JWT,Airlines,Online,Value Plan,No,39,INDIA,42.0,16.8,M,118
2689,KML,Travel Agency,Online,Value Plan,No,10,NETHERLANDS,42.0,15.96,M,48
2690,RAB,Airlines,Online,Value Plan,No,44,BRUNEI DARUSSALAM,31.0,12.4,F,72
2691,RAB,Airlines,Online,Value Plan,No,3,BRUNEI DARUSSALAM,15.0,6.0,M,32
2696,JZI,Airlines,Online,Basic Plan,No,2,PHILIPPINES,18.0,6.3,F,32
2697,JZI,Airlines,Online,Basic Plan,No,67,"TAIWAN, PROVINCE OF CHINA",50.0,17.5,F,70
2698,JZI,Airlines,Online,Basic Plan,No,26,PHILIPPINES,18.0,6.3,M,36
2699,JZI,Airlines,Online,Basic Plan,No,187,PHILIPPINES,37.0,12.95,F,60
2700,JZI,Airlines,Online,Basic Plan,No,15,PHILIPPINES,22.0,7.7,F,37
2701,JZI,Airlines,Online,Basic Plan,No,63,THAILAND,30.0,10.5,F,40
2702,JZI,Airlines,Online,Basic Plan,No,5,THAILAND,18.0,6.3,M,53
2703,JZI,Airlines,Online,Basic Plan,No,59,HONG KONG,26.0,9.1,M,34
2704,JZI,Airlines,Online,Basic Plan,No,67,CHINA,35.0,12.25,F,45
2705,JZI,Airlines,Online,Basic Plan,No,61,"KOREA, REPUBLIC OF",26.0,9.1,F,34
2706,JZI,Airlines,Online,Basic Plan,No,6,MALAYSIA,0.0,7.7,F,27
2707,JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18.0,6.3,M,67
2708,JZI,Airlines,Online,Basic Plan,No,35,MALAYSIA,22.0,7.7,F,28
2709,JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18.0,6.3,M,58
2710,JZI,Airlines,Online,Basic Plan,No,19,PHILIPPINES,22.0,7.7,F,50
2711,JZI,Airlines,Online,Basic Plan,No,10,JAPAN,26.0,9.1,M,33
2712,JZI,Airlines,Online,Basic Plan,No,152,INDIA,56.0,19.6,F,39
2713,JZI,Airlines,Online,Basic Plan,No,13,MYANMAR,18.0,6.3,F,30
2714,JZI,Airlines,Online,Basic Plan,No,42,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,33
2715,JZI,Airlines,Online,Value Plan,No,7,CHINA,36.0,12.6,M,69
2716,JZI,Airlines,Online,Value Plan,No,6,HONG KONG,36.0,12.6,M,67
2717,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,27.0,6.75,M,79
2718,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,35.0,8.75,F,57
2719,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,24.05,6.01,M,26
2720,C2B,Airlines,Online,Gold Plan,No,14,SINGAPORE,63.7,15.93,F,50
2721,C2B,Airlines,Online,Gold Plan,No,9,SINGAPORE,63.7,15.93,F,45
2722,C2B,Airlines,Online,Annual Silver Plan,No,397,SINGAPORE,233.4,58.35,M,48
2723,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,201.0,50.25,F,44
2724,C2B,Airlines,Online,Annual Gold Plan,No,378,SINGAPORE,278.85,69.71,M,50
2725,C2B,Airlines,Online,Annual Gold Plan,No,366,SINGAPORE,389.35,97.34,F,29
2858,JWT,Airlines,Online,Value Plan,No,38,INDIA,50.0,20.0,F,118
2859,KML,Travel Agency,Online,Premier Plan,No,26,INDONESIA,38.0,14.44,M,48
2860,KML,Travel Agency,Online,Premier Plan,No,32,INDONESIA,49.0,18.62,M,48
2861,KML,Travel Agency,Online,Premier Plan,No,32,INDONESIA,49.0,18.62,F,48
2862,RAB,Airlines,Online,Value Plan,No,13,BRUNEI DARUSSALAM,23.0,9.2,F,35
2863,RAB,Airlines,Online,Value Plan,No,16,BRUNEI DARUSSALAM,15.0,6.0,F,53
2868,JZI,Airlines,Online,Basic Plan,No,0,INDONESIA,18.0,6.3,M,42
2869,JZI,Airlines,Online,Basic Plan,No,38,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,F,37
2870,JZI,Airlines,Online,Basic Plan,No,1,MALAYSIA,18.0,6.3,M,44
2871,JZI,Airlines,Online,Basic Plan,No,7,PHILIPPINES,18.0,6.3,F,47
2872,JZI,Airlines,Online,Basic Plan,No,40,PHILIPPINES,42.0,14.7,M,44
2873,JZI,Airlines,Online,Basic Plan,No,16,PHILIPPINES,30.0,10.5,F,45
2874,JZI,Airlines,Online,Basic Plan,No,73,PHILIPPINES,0.0,11.55,F,47
2875,JZI,Airlines,Online,Basic Plan,No,23,JAPAN,26.0,9.1,M,52
2876,JZI,Airlines,Online,Basic Plan,No,17,THAILAND,22.0,7.7,F,59
2877,JZI,Airlines,Online,Basic Plan,No,17,THAILAND,22.0,7.7,M,85
2878,JZI,Airlines,Online,Basic Plan,No,5,SRI LANKA,22.0,7.7,M,29
2879,JZI,Airlines,Online,Basic Plan,No,89,VIET NAM,22.0,7.7,F,53
2880,JZI,Airlines,Online,Basic Plan,No,15,PHILIPPINES,22.0,7.7,F,34
2881,JZI,Airlines,Online,Basic Plan,No,164,INDONESIA,18.0,6.3,M,37
2882,JZI,Airlines,Online,Basic Plan,No,110,AUSTRALIA,40.0,14.0,F,81
2883,JZI,Airlines,Online,Basic Plan,No,78,JAPAN,26.0,9.1,M,47
2884,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18.0,6.3,M,44
